student_id,semester,subject,assignment_marks,quiz_marks,attendance_percentage,midterm_marks,previous_cgpa,final_marks,final_grade
CSE0001,8,Advanced AI,0,7,66,21,2.75,31,B
CSE0001,8,Project Thesis,1,1,77,26,2.75,31,B
CSE0001,8,Entrepreneurship,0,2,51,25,2.75,28,C+
CSE0002,1,Structured Programming,5,6,53,27,2.98,36,A
CSE0002,1,Discrete Mathematics,5,7,54,24,2.98,42,A+
CSE0002,1,Calculus,1,5,71,15,2.98,27,C
CSE0002,1,Physics,0,10,55,20,2.98,35,B+
CSE0002,1,English,4,2,69,8,2.98,17,F
CSE0002,2,Data Structures,2,3,81,11,2.98,18,F
CSE0002,2,Digital Logic,3,8,82,12,2.98,30,C+
CSE0002,2,Linear Algebra,0,10,77,29,2.98,42,A+
CSE0002,2,Chemistry,0,1,72,14,2.98,22,D
CSE0002,2,Statistics,1,8,98,6,2.98,13,F
CSE0002,3,Algorithms,0,4,86,27,2.98,29,B
CSE0002,3,OOP,2,3,73,26,2.98,28,B
CSE0002,3,Numerical Methods,0,7,60,21,2.98,32,B
CSE0002,3,Electronic Devices,4,1,95,22,2.98,28,C+
CSE0002,3,Probability,1,5,84,20,2.98,30,B
CSE0002,4,Database Systems,3,7,57,11,2.98,21,D
CSE0002,4,Operating Systems,2,0,82,20,2.98,24,C
CSE0002,4,Computer Architecture,5,5,87,17,2.98,27,C+
CSE0002,4,Signals,2,5,57,6,2.98,22,F
CSE0002,4,Theory of Computation,0,4,97,23,2.98,25,C+
CSE0002,5,Computer Networks,3,2,98,21,2.98,30,B
CSE0002,5,Software Engineering,5,4,55,7,2.98,19,F
CSE0002,5,Microprocessors,3,8,86,28,2.98,46,A+
CSE0002,5,Artificial Intelligence,2,0,70,27,2.98,22,C
CSE0002,5,Compiler Design,0,2,67,29,2.98,39,A-
CSE0002,6,Machine Learning,2,7,95,28,2.98,40,A+
CSE0002,6,Distributed Systems,1,5,72,6,2.98,11,F
CSE0002,6,Information Security,1,0,89,5,2.98,5,F
CSE0002,6,Computer Graphics,0,10,97,11,2.98,30,C+
CSE0002,6,Data Mining,2,1,74,28,2.98,31,B+
CSE0002,7,Deep Learning,4,9,56,29,2.98,38,A+
CSE0002,7,Cloud Computing,5,2,72,19,2.98,32,B
CSE0002,7,Cyber Security,3,1,51,27,2.98,27,B
CSE0002,7,Big Data Analytics,1,5,71,21,2.98,36,B+
CSE0002,7,Research Methodology,3,9,55,19,2.98,29,B
CSE0002,8,Blockchain,0,7,93,16,2.98,25,C
CSE0002,8,IoT,4,6,53,10,2.98,22,D
CSE0002,8,Advanced AI,2,6,89,24,2.98,33,B+
CSE0002,8,Project Thesis,4,1,91,23,2.98,29,B
CSE0002,8,Entrepreneurship,3,9,75,9,2.98,29,C
CSE0003,1,Structured Programming,5,6,58,16,2.37,23,C
CSE0003,1,Discrete Mathematics,0,1,81,26,2.37,29,B
CSE0003,1,Calculus,0,7,94,25,2.37,38,A-
CSE0003,1,Physics,4,5,78,27,2.37,50,A+
CSE0003,1,English,2,9,65,23,2.37,36,A-
CSE0003,2,Data Structures,1,9,97,25,2.37,49,A+
CSE0003,2,Digital Logic,3,0,79,9,2.37,24,F
CSE0003,2,Linear Algebra,4,3,83,24,2.37,27,B
CSE0003,2,Chemistry,1,9,68,30,2.37,50,A+
CSE0003,2,Statistics,4,3,65,28,2.37,38,A
CSE0003,3,Algorithms,1,0,77,24,2.37,19,D
CSE0003,3,OOP,3,0,82,23,2.37,36,B+
CSE0003,3,Numerical Methods,2,4,61,7,2.37,18,F
CSE0003,3,Electronic Devices,2,1,100,22,2.37,35,B+
CSE0003,3,Probability,2,6,66,30,2.37,45,A+
CSE0003,4,Database Systems,1,1,100,13,2.37,17,F
CSE0003,4,Operating Systems,3,9,99,17,2.37,36,B+
CSE0003,4,Computer Architecture,3,9,86,13,2.37,28,C+
CSE0003,4,Signals,2,0,84,20,2.37,24,C
CSE0003,4,Theory of Computation,5,4,61,21,2.37,30,B
CSE0003,5,Computer Networks,4,6,74,7,2.37,27,D
CSE0003,5,Software Engineering,5,10,68,21,2.37,39,A
CSE0003,5,Microprocessors,3,8,68,16,2.37,32,B
CSE0003,5,Artificial Intelligence,3,2,96,20,2.37,29,C+
CSE0003,5,Compiler Design,4,4,84,16,2.37,34,B
CSE0003,6,Machine Learning,3,4,72,20,2.37,24,C
CSE0003,6,Distributed Systems,0,6,94,25,2.37,32,B+
CSE0003,6,Information Security,1,4,84,27,2.37,36,A-
CSE0003,6,Computer Graphics,4,10,60,22,2.37,39,A
CSE0003,6,Data Mining,5,6,95,17,2.37,33,B+
CSE0003,7,Deep Learning,1,8,99,30,2.37,44,A+
CSE0003,7,Cloud Computing,5,2,57,20,2.37,23,C
CSE0003,7,Cyber Security,4,0,71,24,2.37,32,B
CSE0003,7,Big Data Analytics,4,3,85,10,2.37,20,D
CSE0003,7,Research Methodology,3,2,93,26,2.37,30,B+
CSE0003,8,Blockchain,2,6,52,17,2.37,31,C+
CSE0003,8,IoT,4,1,77,30,2.37,43,A+
CSE0003,8,Advanced AI,0,6,50,7,2.37,19,F
CSE0003,8,Project Thesis,4,8,98,29,2.37,44,A+
CSE0003,8,Entrepreneurship,5,9,93,17,2.37,37,A-
CSE0004,1,Structured Programming,4,4,65,26,3.94,41,A
CSE0004,1,Discrete Mathematics,0,1,96,13,3.94,13,F
CSE0004,1,Calculus,0,0,52,20,3.94,24,D
CSE0004,1,Physics,1,7,87,16,3.94,29,C+
CSE0004,1,English,3,4,57,30,3.94,39,A
CSE0004,2,Data Structures,1,1,77,9,3.94,8,F
CSE0004,2,Digital Logic,0,3,76,26,3.94,41,A-
CSE0004,2,Linear Algebra,4,2,55,22,3.94,23,C
CSE0004,2,Chemistry,2,4,96,29,3.94,43,A+
CSE0004,2,Statistics,1,10,94,9,3.94,24,D
CSE0004,3,Algorithms,0,5,50,22,3.94,20,D
CSE0004,3,OOP,5,10,76,21,3.94,46,A+
CSE0004,3,Numerical Methods,4,0,83,13,3.94,13,F
CSE0004,3,Electronic Devices,5,0,54,9,3.94,13,F
CSE0004,3,Probability,5,2,72,9,3.94,24,D
CSE0004,4,Database Systems,2,0,70,18,3.94,27,C
CSE0004,4,Operating Systems,0,0,100,17,3.94,15,F
CSE0004,4,Computer Architecture,0,7,81,6,3.94,19,F
CSE0004,4,Signals,3,7,88,30,3.94,27,A-
CSE0004,4,Theory of Computation,2,10,99,16,3.94,31,B
CSE0004,5,Computer Networks,0,5,93,9,3.94,15,F
CSE0004,5,Software Engineering,4,4,63,6,3.94,29,D
CSE0004,5,Microprocessors,2,2,88,10,3.94,19,F
CSE0004,5,Artificial Intelligence,1,1,67,19,3.94,24,D
CSE0004,5,Compiler Design,2,2,83,24,3.94,22,C
CSE0004,6,Machine Learning,3,6,91,23,3.94,46,A+
CSE0004,6,Distributed Systems,0,4,78,8,3.94,21,F
CSE0004,6,Information Security,0,3,73,9,3.94,14,F
CSE0004,6,Computer Graphics,1,5,51,17,3.94,27,C
CSE0004,6,Data Mining,2,2,96,29,3.94,30,B+
CSE0004,7,Deep Learning,2,5,65,12,3.94,25,D
CSE0004,7,Cloud Computing,0,2,81,7,3.94,8,F
CSE0004,7,Cyber Security,2,1,100,23,3.94,28,C+
CSE0004,7,Big Data Analytics,1,5,70,10,3.94,24,D
CSE0004,7,Research Methodology,0,4,90,16,3.94,21,D
CSE0004,8,Blockchain,5,9,94,13,3.94,25,C+
CSE0004,8,IoT,1,8,96,29,3.94,43,A+
CSE0004,8,Advanced AI,2,0,75,8,3.94,23,F
CSE0004,8,Project Thesis,0,7,98,7,3.94,16,F
CSE0004,8,Entrepreneurship,5,9,77,27,3.94,41,A+
CSE0005,1,Structured Programming,1,9,63,28,3.06,43,A+
CSE0005,1,Discrete Mathematics,5,10,96,17,3.06,32,B+
CSE0005,1,Calculus,1,9,87,7,3.06,16,F
CSE0005,1,Physics,4,9,88,29,3.06,45,A+
CSE0005,1,English,0,6,71,30,3.06,31,A-
CSE0005,2,Data Structures,4,3,74,8,3.06,19,F
CSE0005,2,Digital Logic,1,2,90,17,3.06,37,B
CSE0005,2,Linear Algebra,5,1,96,12,3.06,19,D
CSE0005,2,Chemistry,0,2,91,13,3.06,23,D
CSE0005,2,Statistics,1,10,94,10,3.06,24,D
CSE0005,3,Algorithms,4,8,82,25,3.06,37,A
CSE0005,3,OOP,2,7,58,27,3.06,36,A-
CSE0005,3,Numerical Methods,2,2,80,12,3.06,20,D
CSE0005,3,Electronic Devices,2,3,64,10,3.06,22,D
CSE0005,3,Probability,5,0,79,28,3.06,41,A
CSE0005,4,Database Systems,1,10,57,30,3.06,46,A+
CSE0005,4,Operating Systems,2,4,55,30,3.06,34,A-
CSE0005,4,Computer Architecture,0,3,98,16,3.06,14,F
CSE0005,4,Signals,0,9,63,10,3.06,16,F
CSE0005,4,Theory of Computation,3,10,52,5,3.06,21,D
CSE0005,5,Computer Networks,5,1,59,9,3.06,22,F
CSE0005,5,Software Engineering,0,4,58,21,3.06,25,C
CSE0005,5,Microprocessors,0,10,64,28,3.06,47,A+
CSE0005,5,Artificial Intelligence,0,4,93,22,3.06,32,B
CSE0005,5,Compiler Design,5,4,60,13,3.06,22,D
CSE0005,6,Machine Learning,0,7,71,12,3.06,16,F
CSE0005,6,Distributed Systems,2,8,86,18,3.06,34,B+
CSE0005,6,Information Security,4,4,68,18,3.06,31,B
CSE0005,6,Computer Graphics,1,3,74,17,3.06,33,C+
CSE0005,6,Data Mining,5,2,87,5,3.06,20,F
CSE0005,7,Deep Learning,0,8,66,5,3.06,19,F
CSE0005,7,Cloud Computing,4,7,89,23,3.06,26,B
CSE0005,7,Cyber Security,2,5,55,7,3.06,9,F
CSE0005,7,Big Data Analytics,3,0,79,11,3.06,23,D
CSE0005,7,Research Methodology,2,3,78,10,3.06,23,D
CSE0005,8,Blockchain,2,6,82,8,3.06,25,D
CSE0005,8,IoT,5,1,59,9,3.06,16,F
CSE0005,8,Advanced AI,5,3,94,28,3.06,44,A+
CSE0005,8,Project Thesis,3,7,64,12,3.06,23,D
CSE0005,8,Entrepreneurship,3,1,76,23,3.06,28,C+
CSE0006,1,Structured Programming,3,9,92,9,3.39,19,D
CSE0006,1,Discrete Mathematics,1,10,61,30,3.39,40,A+
CSE0006,1,Calculus,4,7,67,29,3.39,47,A+
CSE0006,1,Physics,2,3,97,8,3.39,13,F
CSE0006,1,English,4,7,86,12,3.39,33,B
CSE0006,2,Data Structures,1,8,100,18,3.39,35,B+
CSE0006,2,Digital Logic,0,5,60,27,3.39,33,B+
CSE0006,2,Linear Algebra,1,3,72,29,3.39,34,A-
CSE0006,2,Chemistry,0,5,100,12,3.39,14,F
CSE0006,2,Statistics,4,8,59,24,3.39,46,A+
CSE0006,3,Algorithms,0,4,75,13,3.39,19,F
CSE0006,3,OOP,1,10,87,6,3.39,16,F
CSE0006,3,Numerical Methods,1,10,83,21,3.39,33,B+
CSE0006,3,Electronic Devices,2,2,73,29,3.39,37,A-
CSE0006,3,Probability,3,5,73,5,3.39,22,F
CSE0006,4,Database Systems,5,9,77,22,3.39,30,B+
CSE0006,4,Operating Systems,4,0,56,21,3.39,23,C
CSE0006,4,Computer Architecture,4,7,98,11,3.39,26,C
CSE0006,4,Signals,0,6,100,28,3.39,38,A
CSE0006,4,Theory of Computation,4,0,94,20,3.39,29,C+
CSE0006,5,Computer Networks,2,1,50,18,3.39,24,D
CSE0006,5,Software Engineering,5,0,99,10,3.39,29,D
CSE0006,5,Microprocessors,2,3,50,12,3.39,12,F
CSE0006,5,Artificial Intelligence,5,1,82,27,3.39,33,A-
CSE0006,5,Compiler Design,3,1,56,12,3.39,22,D
CSE0006,6,Machine Learning,4,7,96,9,3.39,19,D
CSE0006,6,Distributed Systems,2,2,82,19,3.39,31,C+
CSE0006,6,Information Security,5,7,95,15,3.39,34,B+
CSE0006,6,Computer Graphics,3,3,86,26,3.39,33,B+
CSE0006,6,Data Mining,1,6,59,11,3.39,16,F
CSE0006,7,Deep Learning,0,6,70,23,3.39,39,A-
CSE0006,7,Cloud Computing,0,4,69,15,3.39,27,D
CSE0006,7,Cyber Security,1,1,52,27,3.39,37,B+
CSE0006,7,Big Data Analytics,0,1,93,7,3.39,9,F
CSE0006,7,Research Methodology,3,9,71,16,3.39,36,B+
CSE0006,8,Blockchain,0,1,100,21,3.39,26,C
CSE0006,8,IoT,5,8,89,6,3.39,16,F
CSE0006,8,Advanced AI,5,5,92,18,3.39,36,B+
CSE0006,8,Project Thesis,3,9,78,17,3.39,38,A-
CSE0006,8,Entrepreneurship,5,1,70,14,3.39,29,C
CSE0007,1,Structured Programming,5,1,66,9,3.15,23,D
CSE0007,1,Discrete Mathematics,4,9,71,25,3.15,43,A+
CSE0007,1,Calculus,2,8,80,10,3.15,19,D
CSE0007,1,Physics,4,8,56,14,3.15,33,B
CSE0007,1,English,4,0,75,25,3.15,34,B+
CSE0007,2,Data Structures,1,5,92,5,3.15,3,F
CSE0007,2,Digital Logic,2,4,85,23,3.15,30,B
CSE0007,2,Linear Algebra,2,3,98,11,3.15,13,F
CSE0007,2,Chemistry,2,5,83,27,3.15,40,A
CSE0007,2,Statistics,4,7,82,30,3.15,46,A+
CSE0007,3,Algorithms,3,3,68,7,3.15,17,F
CSE0007,3,OOP,2,10,83,13,3.15,30,C+
CSE0007,3,Numerical Methods,1,1,58,13,3.15,12,F
CSE0007,3,Electronic Devices,4,10,89,14,3.15,23,C+
CSE0007,3,Probability,0,6,84,7,3.15,15,F
CSE0007,4,Database Systems,2,10,98,21,3.15,34,A-
CSE0007,4,Operating Systems,1,8,98,19,3.15,36,B+
CSE0007,4,Computer Architecture,0,6,86,26,3.15,42,A
CSE0007,4,Signals,5,7,74,22,3.15,30,B+
CSE0007,4,Theory of Computation,1,8,94,30,3.15,43,A+
CSE0007,5,Computer Networks,1,6,66,27,3.15,31,B+
CSE0007,5,Software Engineering,5,4,56,13,3.15,37,B
CSE0007,5,Microprocessors,2,7,99,27,3.15,44,A+
CSE0007,5,Artificial Intelligence,3,6,84,22,3.15,39,A-
CSE0007,5,Compiler Design,2,9,88,21,3.15,30,B+
CSE0007,6,Machine Learning,3,1,52,9,3.15,22,F
CSE0007,6,Distributed Systems,2,7,75,27,3.15,46,A+
CSE0007,6,Information Security,0,3,78,26,3.15,23,C+
CSE0007,6,Computer Graphics,0,1,82,20,3.15,30,C+
CSE0007,6,Data Mining,1,6,84,14,3.15,24,D
CSE0007,7,Deep Learning,1,10,62,17,3.15,34,B+
CSE0007,7,Cloud Computing,2,6,95,24,3.15,35,A-
CSE0007,7,Cyber Security,4,0,78,25,3.15,45,A
CSE0007,7,Big Data Analytics,3,8,59,29,3.15,39,A+
CSE0007,7,Research Methodology,3,4,50,21,3.15,28,C+
CSE0007,8,Blockchain,5,1,53,22,3.15,26,C+
CSE0007,8,IoT,5,4,74,20,3.15,23,C+
CSE0007,8,Advanced AI,3,10,86,9,3.15,20,D
CSE0007,8,Project Thesis,2,5,88,28,3.15,40,A
CSE0007,8,Entrepreneurship,5,1,74,11,3.15,25,D
CSE0008,1,Structured Programming,2,7,69,26,3.98,39,A
CSE0008,1,Discrete Mathematics,1,10,83,29,3.98,50,A+
CSE0008,1,Calculus,1,8,98,30,3.98,40,A+
CSE0008,1,Physics,4,5,96,27,3.98,46,A+
CSE0008,1,English,0,8,84,24,3.98,43,A
CSE0008,2,Data Structures,5,0,73,7,3.98,12,F
CSE0008,2,Digital Logic,2,5,62,28,3.98,26,B
CSE0008,2,Linear Algebra,2,8,52,29,3.98,37,A
CSE0008,2,Chemistry,1,9,58,19,3.98,35,B+
CSE0008,2,Statistics,2,1,73,19,3.98,35,B
CSE0008,3,Algorithms,5,7,54,20,3.98,30,B
CSE0008,3,OOP,3,4,62,21,3.98,31,B
CSE0008,3,Numerical Methods,1,7,94,23,3.98,33,B+
CSE0008,3,Electronic Devices,1,7,76,17,3.98,34,B
CSE0008,3,Probability,4,0,55,28,3.98,37,A-
CSE0008,4,Database Systems,0,10,97,13,3.98,33,B
CSE0008,4,Operating Systems,4,10,94,29,3.98,43,A+
CSE0008,4,Computer Architecture,4,10,94,30,3.98,50,A+
CSE0008,4,Signals,0,2,80,27,3.98,34,B+
CSE0008,4,Theory of Computation,1,3,51,18,3.98,23,D
CSE0008,5,Computer Networks,4,6,51,17,3.98,30,C+
CSE0008,5,Software Engineering,0,7,80,6,3.98,17,F
CSE0008,5,Microprocessors,3,7,94,7,3.98,19,D
CSE0008,5,Artificial Intelligence,1,8,81,6,3.98,15,F
CSE0008,5,Compiler Design,3,4,78,26,3.98,37,A-
CSE0008,6,Machine Learning,1,3,76,21,3.98,30,C+
CSE0008,6,Distributed Systems,3,5,66,14,3.98,21,D
CSE0008,6,Information Security,2,1,99,18,3.98,25,C
CSE0008,6,Computer Graphics,4,3,84,24,3.98,43,A
CSE0008,6,Data Mining,1,6,75,6,3.98,16,F
CSE0008,7,Deep Learning,5,1,78,8,3.98,10,F
CSE0008,7,Cloud Computing,4,10,81,6,3.98,13,F
CSE0008,7,Cyber Security,5,3,71,15,3.98,25,C
CSE0008,7,Big Data Analytics,4,4,69,10,3.98,15,F
CSE0008,7,Research Methodology,2,8,54,7,3.98,14,F
CSE0008,8,Blockchain,5,1,84,21,3.98,25,C+
CSE0008,8,IoT,0,7,61,22,3.98,31,B
CSE0008,8,Advanced AI,3,8,66,25,3.98,44,A+
CSE0008,8,Project Thesis,2,1,56,7,3.98,9,F
CSE0008,8,Entrepreneurship,3,9,52,24,3.98,43,A+
CSE0009,1,Structured Programming,0,6,66,16,3.59,27,C
CSE0009,1,Discrete Mathematics,0,5,51,28,3.59,27,B
CSE0009,1,Calculus,2,0,57,25,3.59,28,C+
CSE0009,1,Physics,5,5,81,15,3.59,25,C
CSE0009,1,English,4,8,82,10,3.59,27,C
CSE0009,2,Data Structures,2,7,90,21,3.59,36,A-
CSE0009,2,Digital Logic,3,8,95,19,3.59,46,A+
CSE0009,2,Linear Algebra,3,0,59,12,3.59,17,F
CSE0009,2,Chemistry,1,0,51,5,3.59,7,F
CSE0009,2,Statistics,0,3,75,26,3.59,29,B
CSE0009,3,Algorithms,1,5,88,30,3.59,45,A+
CSE0009,3,OOP,1,9,93,21,3.59,38,A-
CSE0009,3,Numerical Methods,2,2,55,13,3.59,28,D
CSE0009,3,Electronic Devices,1,3,96,11,3.59,21,D
CSE0009,3,Probability,2,3,65,8,3.59,23,F
CSE0009,4,Database Systems,2,8,91,18,3.59,34,B+
CSE0009,4,Operating Systems,2,1,61,27,3.59,31,B
CSE0009,4,Computer Architecture,2,9,68,27,3.59,50,A+
CSE0009,4,Signals,5,3,94,12,3.59,23,D
CSE0009,4,Theory of Computation,2,1,55,22,3.59,32,C+
CSE0009,5,Computer Networks,2,5,86,28,3.59,39,A
CSE0009,5,Software Engineering,1,2,84,26,3.59,33,B+
CSE0009,5,Microprocessors,0,6,61,21,3.59,32,B
CSE0009,5,Artificial Intelligence,4,7,69,9,3.59,26,D
CSE0009,5,Compiler Design,3,3,73,22,3.59,32,B
CSE0009,6,Machine Learning,3,9,83,8,3.59,29,C
CSE0009,6,Distributed Systems,1,1,85,10,3.59,11,F
CSE0009,6,Information Security,2,1,89,25,3.59,25,C+
CSE0009,6,Computer Graphics,0,2,75,12,3.59,26,D
CSE0009,6,Data Mining,1,1,86,9,3.59,7,F
CSE0009,7,Deep Learning,5,8,96,18,3.59,24,C+
CSE0009,7,Cloud Computing,1,6,55,21,3.59,31,B
CSE0009,7,Cyber Security,2,8,77,6,3.59,28,D
CSE0009,7,Big Data Analytics,3,6,96,15,3.59,36,B
CSE0009,7,Research Methodology,1,2,63,20,3.59,15,D
CSE0009,8,Blockchain,5,8,50,9,3.59,25,D
CSE0009,8,IoT,3,7,92,16,3.59,26,C+
CSE0009,8,Advanced AI,3,8,92,9,3.59,27,C
CSE0009,8,Project Thesis,4,4,98,21,3.59,31,B
CSE0009,8,Entrepreneurship,5,10,69,22,3.59,49,A+
CSE0010,1,Structured Programming,0,4,69,30,3.97,41,A
CSE0010,1,Discrete Mathematics,4,0,98,23,3.97,31,B
CSE0010,1,Calculus,5,9,69,25,3.97,50,A+
CSE0010,1,Physics,5,1,74,22,3.97,30,B
CSE0010,1,English,4,8,88,28,3.97,33,A
CSE0010,2,Data Structures,3,5,69,27,3.97,50,A+
CSE0010,2,Digital Logic,5,3,65,22,3.97,36,B+
CSE0010,2,Linear Algebra,1,4,50,27,3.97,29,B
CSE0010,2,Chemistry,4,5,54,19,3.97,33,B
CSE0010,2,Statistics,1,10,59,22,3.97,31,B+
CSE0010,3,Algorithms,1,0,75,12,3.97,18,F
CSE0010,3,OOP,2,7,74,18,3.97,33,B
CSE0010,3,Numerical Methods,3,0,50,23,3.97,32,B
CSE0010,3,Electronic Devices,5,1,99,10,3.97,30,C
CSE0010,3,Probability,0,0,90,29,3.97,35,B+
CSE0010,4,Database Systems,4,8,60,8,3.97,25,D
CSE0010,4,Operating Systems,1,5,95,8,3.97,23,D
CSE0010,4,Computer Architecture,1,8,72,23,3.97,38,A-
CSE0010,4,Signals,4,10,50,28,3.97,49,A+
CSE0010,4,Theory of Computation,4,0,61,30,3.97,30,B+
CSE0010,5,Computer Networks,4,2,78,29,3.97,44,A+
CSE0010,5,Software Engineering,2,5,75,15,3.97,36,B
CSE0010,5,Microprocessors,2,7,95,18,3.97,28,C+
CSE0010,5,Artificial Intelligence,2,4,75,12,3.97,33,C
CSE0010,5,Compiler Design,1,5,77,25,3.97,35,B+
CSE0010,6,Machine Learning,3,3,64,15,3.97,18,D
CSE0010,6,Distributed Systems,5,1,93,15,3.97,24,D
CSE0010,6,Information Security,2,2,64,8,3.97,17,F
CSE0010,6,Computer Graphics,4,5,68,6,3.97,20,F
CSE0010,6,Data Mining,4,3,95,19,3.97,25,C+
CSE0010,7,Deep Learning,3,2,57,20,3.97,29,C+
CSE0010,7,Cloud Computing,1,0,62,8,3.97,9,F
CSE0010,7,Cyber Security,1,8,79,15,3.97,25,C
CSE0010,7,Big Data Analytics,0,9,91,28,3.97,44,A+
CSE0010,7,Research Methodology,3,3,53,26,3.97,35,B+
CSE0010,8,Blockchain,4,9,96,17,3.97,41,A
CSE0010,8,IoT,5,5,70,26,3.97,46,A+
CSE0010,8,Advanced AI,1,7,91,12,3.97,26,C
CSE0010,8,Project Thesis,0,9,76,9,3.97,27,D
CSE0010,8,Entrepreneurship,3,6,59,29,3.97,36,A
CSE0011,1,Structured Programming,3,9,82,27,2.19,37,A+
CSE0011,1,Discrete Mathematics,2,1,82,27,2.19,35,B+
CSE0011,1,Calculus,4,0,71,20,2.19,22,D
CSE0011,1,Physics,2,9,58,18,2.19,28,C+
CSE0011,1,English,4,8,74,6,2.19,25,D
CSE0011,2,Data Structures,1,2,91,26,2.19,25,C+
CSE0011,2,Digital Logic,4,6,90,21,2.19,37,A-
CSE0011,2,Linear Algebra,5,9,81,11,2.19,35,B
CSE0011,2,Chemistry,4,3,89,9,2.19,14,F
CSE0011,2,Statistics,0,6,53,17,2.19,22,D
CSE0011,3,Algorithms,0,1,54,16,2.19,20,F
CSE0011,3,OOP,5,7,99,7,2.19,16,F
CSE0011,3,Numerical Methods,5,9,52,26,2.19,46,A+
CSE0011,3,Electronic Devices,1,6,79,24,2.19,44,A
CSE0011,3,Probability,5,9,85,9,2.19,29,C+
CSE0011,4,Database Systems,0,6,65,14,2.19,18,D
CSE0011,4,Operating Systems,5,8,65,16,2.19,38,A-
CSE0011,4,Computer Architecture,3,2,65,17,2.19,19,D
CSE0011,4,Signals,3,2,89,26,2.19,41,A
CSE0011,4,Theory of Computation,4,3,55,26,2.19,36,A-
CSE0011,5,Computer Networks,1,7,88,5,2.19,18,F
CSE0011,5,Software Engineering,3,1,63,8,2.19,27,D
CSE0011,5,Microprocessors,0,6,99,17,2.19,24,C
CSE0011,5,Artificial Intelligence,2,8,58,5,2.19,16,F
CSE0011,5,Compiler Design,2,2,72,30,2.19,39,A
CSE0011,6,Machine Learning,2,5,92,19,2.19,43,A-
CSE0011,6,Distributed Systems,5,4,91,16,2.19,27,C+
CSE0011,6,Information Security,1,5,52,20,2.19,34,B
CSE0011,6,Computer Graphics,3,8,64,25,2.19,42,A+
CSE0011,6,Data Mining,1,8,82,8,2.19,21,D
CSE0011,7,Deep Learning,5,0,95,20,2.19,26,C+
CSE0011,7,Cloud Computing,2,2,90,10,2.19,21,F
CSE0011,7,Cyber Security,0,4,83,12,2.19,24,D
CSE0011,7,Big Data Analytics,3,3,67,10,2.19,2,F
CSE0011,7,Research Methodology,4,10,51,27,2.19,42,A+
CSE0011,8,Blockchain,1,10,99,28,2.19,50,A+
CSE0011,8,IoT,0,6,68,13,2.19,19,D
CSE0011,8,Advanced AI,3,0,53,8,2.19,12,F
CSE0011,8,Project Thesis,0,4,88,24,2.19,34,B+
CSE0011,8,Entrepreneurship,5,6,99,9,2.19,19,D
CSE0012,1,Structured Programming,5,2,56,26,3.77,38,A-
CSE0012,1,Discrete Mathematics,5,4,51,25,3.77,40,A
CSE0012,1,Calculus,5,5,64,25,3.77,35,A-
CSE0012,1,Physics,4,0,62,25,3.77,34,B+
CSE0012,1,English,1,1,94,25,3.77,31,B
CSE0012,2,Data Structures,0,10,70,24,3.77,35,A-
CSE0012,2,Digital Logic,4,9,53,6,3.77,27,D
