student_id,semester,subject,assignment_marks,quiz_marks,attendance_percentage,midterm_marks,previous_cgpa,final_marks,final_grade
S00013,5,Compiler Design,4.62,9.97,81.79,28.61,2.99,45.49,A+
S00014,1,Structured Programming,2.88,6.46,78.85,19.47,3.68,22.62,C+
S00014,1,Discrete Mathematics,4.61,8.04,100.00,24.97,3.68,28.45,A-
S00014,1,Calculus,3.28,8.25,100.00,26.34,3.68,42.03,A+
S00015,2,Data Structures,3.34,6.35,90.78,22.58,3.47,32.07,B+
S00015,2,Digital Logic Design,2.62,4.68,73.10,14.67,3.47,22.72,D
S00015,2,Linear Algebra,3.32,6.31,86.17,19.43,3.47,28.98,B
S00016,5,Computer Networks,5.00,9.24,99.28,28.83,3.70,46.82,A+
S00016,5,Machine Learning,4.58,8.82,100.00,25.43,3.70,36.15,A
S00016,5,Compiler Design,1.80,1.50,52.72,7.25,3.70,8.92,F
S00017,6,Artificial Intelligence,1.21,3.12,66.85,6.02,2.71,1.08,F
S00017,6,Web Engineering,3.45,6.94,69.81,19.01,2.71,24.19,C+
S00017,6,Information Security,4.12,7.43,87.95,18.78,2.71,29.53,B
S00018,2,Data Structures,2.75,3.21,59.64,12.79,3.15,25.39,D
S00018,2,Digital Logic Design,4.01,7.74,87.78,25.84,3.15,25.73,B+
S00018,2,Linear Algebra,3.21,7.60,81.41,19.47,3.15,29.55,B
S00019,8,Deep Learning,4.20,7.11,94.94,30.00,3.98,31.02,A
S00019,8,Distributed Systems,3.42,7.37,78.91,22.22,3.98,25.35,B
S00019,8,Project and Thesis,4.69,9.06,100.00,30.00,3.98,31.36,A+
S00020,5,Computer Networks,3.16,4.85,92.57,16.56,3.40,27.61,C+
S00020,5,Machine Learning,3.40,5.79,76.72,14.60,3.40,32.40,B
S00020,5,Compiler Design,5.00,10.00,98.96,25.32,3.40,37.21,A+
S00021,4,Operating Systems,2.53,8.53,100.00,28.60,3.39,23.03,B+
S00021,4,Software Engineering,1.80,4.34,70.90,8.52,3.39,23.14,D
S00021,4,Theory of Computation,3.61,9.17,78.28,24.84,3.39,47.50,A+
S00022,5,Computer Networks,3.26,6.96,77.25,21.49,3.49,32.97,B+
S00022,5,Machine Learning,2.10,6.42,75.63,17.17,3.49,30.07,C+
S00022,5,Compiler Design,3.04,6.99,72.47,23.60,3.49,24.64,B
S00023,4,Operating Systems,4.05,8.20,85.66,23.07,2.73,29.19,B+
S00023,4,Software Engineering,4.30,6.84,93.14,24.67,2.73,21.67,B
S00023,4,Theory of Computation,2.82,7.31,83.21,14.79,2.73,26.08,C+
S00024,5,Computer Networks,4.17,7.60,84.23,25.46,3.79,41.09,A+
S00024,5,Machine Learning,3.62,7.04,82.13,17.91,3.79,28.42,B
S00024,5,Compiler Design,4.68,8.71,79.12,29.62,3.79,31.10,A
S00025,1,Structured Programming,3.24,5.00,85.73,16.97,3.34,34.82,B
S00025,1,Discrete Mathematics,2.86,3.80,86.03,16.41,3.34,22.87,C
S00025,1,Calculus,4.28,9.80,100.00,24.88,3.34,37.20,A+
S00026,8,Deep Learning,3.16,8.46,81.05,20.92,3.51,29.74,B+
S00026,8,Distributed Systems,1.92,4.16,62.05,10.06,3.51,28.01,D
S00026,8,Project and Thesis,4.12,8.88,100.00,27.23,3.51,30.61,A
S00027,5,Computer Networks,2.63,5.52,71.49,14.52,3.08,28.37,C
S00027,5,Machine Learning,2.68,6.96,87.89,22.69,3.08,22.08,C+
S00027,5,Compiler Design,3.87,6.79,86.45,22.13,3.08,34.92,A-
S00028,3,Algorithms,4.63,8.33,80.94,26.35,3.77,31.03,A-
S00028,3,Database Systems,5.00,8.93,87.39,29.86,3.77,37.47,A+
S00028,3,Computer Architecture,4.11,8.89,92.39,23.80,3.77,32.78,A-
S00029,6,Artificial Intelligence,3.09,6.88,82.76,17.62,3.77,32.98,B
S00029,6,Web Engineering,4.00,8.81,90.16,21.13,3.77,34.53,A-
S00029,6,Information Security,4.64,9.58,88.85,30.00,3.77,44.91,A+
S00030,5,Computer Networks,2.78,4.82,86.00,19.85,3.74,26.43,C+
S00030,5,Machine Learning,3.88,9.19,100.00,22.84,3.74,35.37,A
S00030,5,Compiler Design,3.37,7.56,83.73,24.69,3.74,26.44,B+
S00031,3,Algorithms,5.00,10.00,76.46,27.12,3.89,41.49,A+
S00031,3,Database Systems,4.60,8.57,96.85,25.40,3.89,32.84,A
S00031,3,Computer Architecture,2.62,7.00,78.95,19.59,3.89,33.04,B+
S00032,8,Deep Learning,3.47,8.45,91.10,23.91,3.76,31.37,A-
S00032,8,Distributed Systems,2.62,5.46,72.79,13.42,3.76,29.79,C
S00032,8,Project and Thesis,4.96,9.76,85.41,27.45,3.76,41.72,A+
S00033,4,Operating Systems,2.83,6.66,70.62,22.73,3.33,31.77,B+
S00033,4,Software Engineering,4.30,5.60,89.31,25.77,3.33,29.91,A-
S00033,4,Theory of Computation,4.33,7.93,98.23,23.76,3.33,38.38,A
S00034,5,Computer Networks,2.96,6.07,78.15,22.81,3.50,28.48,B
S00034,5,Machine Learning,3.86,7.75,99.71,21.66,3.50,30.24,B+
S00034,5,Compiler Design,3.22,7.84,98.28,20.26,3.50,32.61,B+
S00035,2,Data Structures,3.82,4.88,76.02,19.19,3.25,32.26,B
S00035,2,Digital Logic Design,4.87,7.96,94.75,26.11,3.25,31.98,A
S00035,2,Linear Algebra,4.01,8.30,86.50,20.38,3.25,31.09,B+
S00036,6,Artificial Intelligence,3.72,9.88,78.95,22.28,3.52,27.13,B+
S00036,6,Web Engineering,3.31,9.73,77.29,20.90,3.52,42.04,A
S00036,6,Information Security,4.91,10.00,85.97,28.70,3.52,48.30,A+
S00037,2,Data Structures,2.64,6.18,88.59,19.37,3.19,29.55,B
S00037,2,Digital Logic Design,3.76,4.06,89.07,13.55,3.19,31.69,C+
S00037,2,Linear Algebra,4.00,7.70,95.14,21.83,3.19,39.60,A
S00038,5,Computer Networks,3.47,6.59,84.44,21.40,3.47,28.54,B
S00038,5,Machine Learning,5.00,9.94,84.27,25.39,3.47,48.58,A+
S00038,5,Compiler Design,3.41,6.60,87.12,15.79,3.47,26.21,C+
S00039,3,Algorithms,4.67,9.27,87.80,28.94,3.62,28.80,A
S00039,3,Database Systems,2.85,6.67,94.80,17.36,3.62,30.14,B
S00039,3,Computer Architecture,3.32,6.38,79.07,16.79,3.62,29.82,B
S00040,8,Deep Learning,2.78,5.41,80.01,16.23,2.67,24.15,C
S00040,8,Distributed Systems,3.65,6.98,78.73,23.22,2.67,25.29,B
S00040,8,Project and Thesis,1.38,2.84,42.94,11.82,2.67,12.32,F
S00041,4,Operating Systems,4.77,5.67,71.16,21.25,3.59,31.82,B+
S00041,4,Software Engineering,4.20,9.15,100.00,26.13,3.59,32.47,A
S00041,4,Theory of Computation,4.21,5.39,72.86,25.49,3.59,27.40,B+
S00042,2,Data Structures,1.97,5.29,87.40,18.84,3.22,29.74,B
S00042,2,Digital Logic Design,3.54,7.60,96.78,15.56,3.22,31.12,B
S00042,2,Linear Algebra,3.21,7.23,85.37,27.48,3.22,27.04,B+
S00043,7,Data Mining,4.06,8.62,97.50,22.32,4.00,35.08,A-
S00043,7,Cloud Computing,4.03,8.12,94.59,23.94,4.00,35.97,A
S00043,7,Mobile App Development,4.80,9.88,90.55,26.84,4.00,30.76,A
S00044,5,Computer Networks,4.37,7.83,100.00,25.56,3.43,32.52,A
S00044,5,Machine Learning,1.19,4.45,57.98,11.27,3.43,5.53,F
S00044,5,Compiler Design,3.36,7.24,100.00,27.90,3.43,33.82,A
S00045,6,Artificial Intelligence,2.76,4.32,71.93,14.60,3.02,19.53,D
S00045,6,Web Engineering,1.97,3.55,60.13,13.50,3.02,24.81,D
S00045,6,Information Security,3.01,5.24,82.68,23.86,3.02,28.81,B+
S00046,8,Deep Learning,3.72,9.33,97.59,24.41,3.63,32.30,A-
S00046,8,Distributed Systems,2.86,5.69,76.60,16.11,3.63,23.11,C
S00046,8,Project and Thesis,3.15,10.00,94.97,23.10,3.63,36.98,A
S00047,3,Algorithms,4.04,8.98,94.67,22.20,3.73,29.57,B+
S00047,3,Database Systems,2.24,2.86,68.54,12.91,3.73,31.15,C
S00047,3,Computer Architecture,4.84,9.46,99.71,30.00,3.73,28.46,A
S00048,8,Deep Learning,2.77,6.67,80.17,17.07,3.54,33.26,B
S00048,8,Distributed Systems,1.79,5.73,60.01,13.47,3.54,2.47,F
S00048,8,Project and Thesis,3.17,9.04,100.00,28.11,3.54,38.38,A+
S00049,5,Computer Networks,2.62,5.14,87.67,12.76,3.43,25.62,C
S00049,5,Machine Learning,5.00,6.52,100.00,23.05,3.43,37.94,A
S00049,5,Compiler Design,4.54,9.12,86.27,22.90,3.43,35.55,A
S00050,2,Data Structures,5.00,8.69,100.00,28.21,3.50,46.74,A+
S00050,2,Digital Logic Design,2.65,6.13,78.14,16.47,3.50,21.16,C
S00050,2,Linear Algebra,2.94,5.28,84.84,8.99,3.50,31.60,C
S00051,3,Algorithms,4.50,9.26,100.00,26.18,4.00,33.87,A
S00051,3,Database Systems,3.02,4.54,54.52,18.59,4.00,27.81,C+
S00051,3,Computer Architecture,3.31,6.81,69.98,20.01,4.00,40.74,A-
S00052,6,Artificial Intelligence,2.87,6.27,83.20,19.64,3.22,23.06,C+
S00052,6,Web Engineering,3.91,6.53,84.61,15.57,3.22,31.36,B
S00052,6,Information Security,4.50,7.97,84.57,30.00,3.22,31.22,A
S00053,4,Operating Systems,4.01,8.52,66.22,18.74,3.68,30.13,B
S00053,4,Software Engineering,3.62,7.45,64.67,13.95,3.68,29.65,C+
S00053,4,Theory of Computation,1.78,3.97,74.11,8.86,3.68,17.91,F
S00054,1,Structured Programming,3.86,8.10,91.46,22.19,3.01,23.50,B
S00054,1,Discrete Mathematics,3.37,7.35,85.68,22.86,3.01,28.10,B+
S00054,1,Calculus,2.41,6.24,87.34,15.97,3.01,25.92,C
S00055,2,Data Structures,4.93,8.07,100.00,30.00,4.00,47.81,A+
S00055,2,Digital Logic Design,3.02,9.45,73.20,24.23,4.00,32.99,A-
S00055,2,Linear Algebra,4.60,9.13,99.37,27.26,4.00,31.36,A
S00056,1,Structured Programming,3.05,5.60,72.03,20.81,3.96,32.87,B+
S00056,1,Discrete Mathematics,3.57,7.74,100.00,24.61,3.96,38.58,A
S00056,1,Calculus,5.00,10.00,100.00,27.77,3.96,49.85,A+
S00057,5,Computer Networks,3.59,7.90,78.91,20.46,4.00,30.53,B+
S00057,5,Machine Learning,5.00,7.12,81.05,30.00,4.00,35.40,A+
S00057,5,Compiler Design,3.48,8.21,81.44,24.09,4.00,29.35,B+
S00058,8,Deep Learning,4.80,9.98,93.08,30.00,3.77,46.02,A+
S00058,8,Distributed Systems,5.00,9.55,75.08,29.05,3.77,41.60,A+
S00058,8,Project and Thesis,4.29,5.16,52.86,16.74,3.77,28.80,C+
S00059,8,Deep Learning,2.42,3.78,78.89,17.68,2.58,21.41,D
S00059,8,Distributed Systems,4.85,6.18,100.00,25.54,2.58,38.00,A
S00059,8,Project and Thesis,1.57,3.93,70.19,11.14,2.58,27.75,D
S00060,2,Data Structures,4.76,8.94,85.04,30.00,3.03,49.17,A+
S00060,2,Digital Logic Design,4.26,8.21,66.29,25.46,3.03,35.21,A
S00060,2,Linear Algebra,2.60,5.18,96.02,16.68,3.03,32.52,B
S00061,7,Data Mining,4.11,7.40,88.96,23.65,3.29,26.96,B+
S00061,7,Cloud Computing,3.82,10.00,100.00,25.60,3.29,27.57,A-
S00061,7,Mobile App Development,3.02,2.45,55.36,15.60,3.29,26.51,C
S00062,2,Data Structures,1.48,3.52,76.73,12.78,3.49,20.54,D
S00062,2,Digital Logic Design,3.93,8.26,89.01,21.83,3.49,35.92,A-
S00062,2,Linear Algebra,5.00,9.74,90.91,28.37,3.49,35.53,A+
S00063,7,Data Mining,3.85,9.88,100.00,26.40,3.74,27.91,A-
S00063,7,Cloud Computing,4.06,5.73,93.31,21.63,3.74,29.04,B+
S00063,7,Mobile App Development,3.44,6.71,84.13,13.90,3.74,28.61,C+
S00064,5,Computer Networks,3.63,5.79,78.21,22.11,3.41,24.68,B
S00064,5,Machine Learning,3.79,7.69,79.64,22.61,3.41,26.39,B
S00064,5,Compiler Design,4.59,8.90,100.00,30.00,3.41,37.27,A+
S00065,1,Structured Programming,4.49,9.82,89.28,25.74,3.51,43.83,A+
S00065,1,Discrete Mathematics,3.02,2.70,81.79,16.19,3.51,32.28,C+
S00065,1,Calculus,2.42,5.66,75.26,18.26,3.51,26.26,C+
S00066,7,Data Mining,3.33,7.67,87.74,23.61,3.08,26.40,B+
S00066,7,Cloud Computing,2.99,8.76,75.85,23.65,3.08,24.60,B
S00066,7,Mobile App Development,3.28,8.48,92.00,24.05,3.08,27.92,B+
S00067,6,Artificial Intelligence,3.14,7.87,90.77,22.23,3.33,31.60,B+
S00067,6,Web Engineering,3.47,6.71,76.34,11.77,3.33,36.87,B
S00067,6,Information Security,3.50,5.12,72.22,18.67,3.33,26.80,C+
S00068,8,Deep Learning,3.69,7.79,99.89,26.16,3.47,29.50,A-
S00068,8,Distributed Systems,3.13,6.89,82.95,24.44,3.47,24.93,B
S00068,8,Project and Thesis,4.29,5.41,87.66,22.07,3.47,35.66,A-
S00069,7,Data Mining,4.01,7.71,90.36,24.11,3.73,39.05,A
S00069,7,Cloud Computing,2.59,8.90,83.79,18.71,3.73,32.75,B+
S00069,7,Mobile App Development,3.28,6.37,92.43,20.99,3.73,25.61,B
S00070,1,Structured Programming,4.77,9.75,100.00,28.00,3.23,28.19,A
S00070,1,Discrete Mathematics,4.23,7.70,74.03,17.96,3.23,28.44,B
S00070,1,Calculus,4.45,7.40,89.62,24.61,3.23,25.59,B+
S00071,1,Structured Programming,4.71,9.41,100.00,23.27,3.53,34.65,A
S00071,1,Discrete Mathematics,3.89,5.79,89.13,18.82,3.53,35.89,B+
S00071,1,Calculus,4.39,8.56,68.52,21.11,3.53,35.15,A-
S00072,4,Operating Systems,5.00,9.29,100.00,30.00,3.22,38.90,A+
S00072,4,Software Engineering,2.82,5.16,75.70,20.77,3.22,24.11,C+
S00072,4,Theory of Computation,2.78,6.86,71.81,18.14,3.22,33.53,B
S00073,3,Algorithms,4.54,7.39,96.70,27.27,3.39,31.17,A
S00073,3,Database Systems,4.67,7.21,97.33,30.00,3.39,30.65,A
S00073,3,Computer Architecture,3.84,8.84,85.66,26.36,3.39,32.71,A
S00074,4,Operating Systems,2.67,5.67,74.22,14.25,3.34,29.20,C+
S00074,4,Software Engineering,3.84,6.81,88.67,23.94,3.34,30.36,B+
S00074,4,Theory of Computation,4.64,8.26,77.80,26.56,3.34,36.13,A
S00075,8,Deep Learning,3.30,7.18,76.97,18.56,3.51,34.98,B+
S00075,8,Distributed Systems,2.30,5.43,61.53,9.37,3.51,22.74,D
S00075,8,Project and Thesis,3.56,9.84,97.76,29.72,3.51,31.88,A
S00076,4,Operating Systems,5.00,8.14,89.61,29.17,3.33,36.33,A+
S00076,4,Software Engineering,3.72,7.47,100.00,26.94,3.33,35.80,A
S00076,4,Theory of Computation,3.25,5.77,94.69,22.08,3.33,33.46,B+
S00077,8,Deep Learning,2.25,6.58,74.09,16.14,3.42,24.44,C
S00077,8,Distributed Systems,4.50,6.31,97.29,28.58,3.42,42.92,A+
S00077,8,Project and Thesis,4.19,10.00,99.70,24.23,3.42,34.47,A
S00078,2,Data Structures,3.29,5.88,78.97,21.53,3.23,34.31,B+
S00078,2,Digital Logic Design,2.08,4.21,66.69,7.00,3.23,0.44,F
S00078,2,Linear Algebra,3.55,7.48,72.82,22.51,3.23,36.61,A-
S00079,5,Computer Networks,3.72,9.14,88.89,26.24,3.02,45.71,A+
S00079,5,Machine Learning,2.29,6.69,74.80,16.66,3.02,26.86,C+
S00079,5,Compiler Design,3.62,6.52,86.13,23.60,3.02,26.19,B
S00080,8,Deep Learning,3.66,8.27,87.71,24.87,3.43,32.97,A-
S00080,8,Distributed Systems,4.85,8.75,97.73,23.84,3.43,28.04,A-
S00080,8,Project and Thesis,5.00,8.59,78.75,23.28,3.43,29.80,A-
S00081,7,Data Mining,3.52,7.52,63.91,22.65,3.70,25.88,B
S00081,7,Cloud Computing,3.93,8.75,85.87,23.48,3.70,28.63,B+
S00081,7,Mobile App Development,2.96,4.33,85.63,16.01,3.70,26.44,C
S00082,4,Operating Systems,3.85,8.93,89.44,20.67,3.52,25.88,B
S00082,4,Software Engineering,3.84,7.88,90.82,26.46,3.52,27.95,A-
S00082,4,Theory of Computation,3.26,6.88,73.89,26.63,3.52,26.80,B+
S00083,3,Algorithms,1.92,3.80,62.35,7.51,2.84,13.82,F
S00083,3,Database Systems,3.41,6.72,68.62,21.82,2.84,28.61,B
S00083,3,Computer Architecture,2.45,4.46,72.15,18.75,2.84,22.44,C
S00084,6,Artificial Intelligence,1.14,4.36,77.64,12.20,2.60,4.25,F
S00084,6,Web Engineering,5.00,7.77,85.34,25.96,2.60,32.90,A
S00084,6,Information Security,2.10,3.85,60.66,11.09,2.60,21.66,D
S00085,3,Algorithms,1.45,2.69,60.75,3.19,2.58,6.89,F
S00085,3,Database Systems,2.85,5.93,80.54,16.14,2.58,26.54,C+
S00085,3,Computer Architecture,3.78,6.19,74.81,19.13,2.58,30.28,B
S00086,5,Computer Networks,3.79,7.37,70.34,18.45,3.24,22.59,C+
S00086,5,Machine Learning,3.86,8.87,78.29,21.73,3.24,26.91,B+
S00086,5,Compiler Design,3.20,5.74,81.80,17.86,3.24,26.71,C+
S00087,2,Data Structures,2.19,4.50,73.03,21.10,3.45,21.75,C
S00087,2,Digital Logic Design,3.79,8.57,89.65,21.17,3.45,32.53,A-
S00087,2,Linear Algebra,0.27,1.58,52.80,4.06,3.45,0.52,F
S00088,2,Data Structures,4.20,8.77,78.77,22.14,3.27,34.22,A-
S00088,2,Digital Logic Design,3.91,8.65,88.58,20.86,3.27,39.23,A
S00088,2,Linear Algebra,4.43,9.33,76.95,22.18,3.27,36.85,A
S00089,7,Data Mining,3.99,10.00,99.57,29.07,3.34,48.67,A+
S00089,7,Cloud Computing,3.42,5.95,54.80,12.19,3.34,28.02,C
S00089,7,Mobile App Development,4.81,7.89,77.34,23.16,3.34,34.54,A-
S00090,4,Operating Systems,2.71,5.45,74.89,13.80,3.59,26.69,C
S00090,4,Software Engineering,3.94,7.59,90.87,16.59,3.59,32.71,B+
S00090,4,Theory of Computation,3.90,8.17,93.39,25.88,3.59,23.81,B+
S00091,5,Computer Networks,3.86,8.30,90.57,25.92,3.25,47.84,A+
S00091,5,Machine Learning,4.02,8.27,82.85,20.82,3.25,29.26,B+
S00091,5,Compiler Design,3.55,4.32,74.13,24.47,3.25,27.37,B
S00092,5,Computer Networks,1.53,6.13,87.40,15.58,3.89,28.87,C+
S00092,5,Machine Learning,3.97,7.43,86.57,18.42,3.89,29.88,B
S00092,5,Compiler Design,4.05,6.31,77.97,24.48,3.89,34.32,A-
S00093,6,Artificial Intelligence,1.66,1.73,73.29,10.45,3.34,11.85,F
S00093,6,Web Engineering,3.72,6.82,74.64,24.12,3.34,38.49,A
S00093,6,Information Security,3.82,8.19,100.00,27.09,3.34,31.00,A
S00094,6,Artificial Intelligence,2.86,6.61,92.36,16.36,3.44,33.54,B
S00094,6,Web Engineering,3.99,8.02,81.45,23.03,3.44,29.44,B+
S00094,6,Information Security,2.81,6.58,57.06,17.78,3.44,33.53,B
S00095,2,Data Structures,3.65,6.59,84.56,23.78,3.77,28.90,B+
S00095,2,Digital Logic Design,3.84,7.10,84.33,16.24,3.77,33.59,B
S00095,2,Linear Algebra,3.98,7.53,88.17,25.75,3.77,35.81,A
S00096,3,Algorithms,4.51,6.36,72.80,20.80,3.13,34.26,B+
S00096,3,Database Systems,1.66,5.60,78.43,18.14,3.13,27.04,C+
S00096,3,Computer Architecture,2.25,5.55,70.27,14.84,3.13,27.50,C
S00097,7,Data Mining,3.23,9.86,79.10,27.56,3.63,22.04,B+
S00097,7,Cloud Computing,3.65,7.74,84.07,23.11,3.63,33.11,A-
S00097,7,Mobile App Development,4.79,8.81,100.00,30.00,3.63,27.52,A
S00098,7,Data Mining,3.37,8.40,82.44,19.74,3.48,27.88,B
S00098,7,Cloud Computing,3.43,6.41,90.19,20.73,3.48,39.26,A-
S00098,7,Mobile App Development,4.70,7.94,87.16,27.52,3.48,44.51,A+
S00099,5,Computer Networks,4.47,9.49,94.30,27.50,4.00,49.34,A+
S00099,5,Machine Learning,3.73,8.94,100.00,26.85,4.00,48.33,A+
S00099,5,Compiler Design,4.84,7.31,94.60,24.60,4.00,30.57,A-
S00100,6,Artificial Intelligence,4.87,9.49,95.66,28.66,3.73,41.26,A+
S00100,6,Web Engineering,5.00,7.65,81.14,25.41,3.73,36.49,A
S00100,6,Information Security,4.61,8.72,83.97,30.00,3.73,23.99,A-
S00101,4,Operating Systems,3.34,7.92,91.77,27.91,3.05,32.40,A
S00101,4,Software Engineering,3.68,6.45,94.10,28.43,3.05,34.75,A
S00101,4,Theory of Computation,2.92,8.06,79.90,22.93,3.05,34.72,A-
S00102,3,Algorithms,5.00,9.07,85.73,24.63,3.44,36.88,A
S00102,3,Database Systems,4.04,8.19,88.30,25.20,3.44,28.19,A-
S00102,3,Computer Architecture,2.50,5.08,66.64,17.41,3.44,26.23,C
S00103,3,Algorithms,4.49,5.18,78.48,19.56,2.99,34.89,B+
S00103,3,Database Systems,4.01,6.33,83.87,24.57,2.99,27.07,B+
S00103,3,Computer Architecture,2.85,6.29,100.00,23.29,2.99,28.18,B+
S00104,3,Algorithms,4.23,8.89,99.62,30.00,3.44,49.47,A+
S00104,3,Database Systems,4.78,10.00,100.00,25.10,3.44,36.21,A+
S00104,3,Computer Architecture,3.65,8.32,91.54,24.26,3.44,29.93,A-
S00105,3,Algorithms,3.00,5.47,75.41,17.88,3.21,33.76,B
S00105,3,Database Systems,2.54,4.66,70.95,9.04,3.21,32.44,C
S00105,3,Computer Architecture,0.32,3.59,85.73,12.86,3.21,20.53,D
S00106,3,Algorithms,4.87,9.02,100.00,27.51,3.41,32.42,A
S00106,3,Database Systems,3.87,6.88,87.50,20.25,3.41,32.06,B+
S00106,3,Computer Architecture,3.30,7.04,100.00,22.26,3.41,41.56,A
S00107,6,Artificial Intelligence,3.32,8.27,98.72,18.23,3.36,33.28,B+
S00107,6,Web Engineering,3.31,6.64,89.95,20.98,3.36,31.00,B+
S00107,6,Information Security,4.20,7.12,78.04,19.49,3.36,28.85,B
S00108,5,Computer Networks,3.64,7.30,80.86,16.55,3.10,28.60,B
S00108,5,Machine Learning,2.78,4.15,55.34,18.98,3.10,22.61,C
S00108,5,Compiler Design,2.71,5.39,88.85,17.90,3.10,24.21,C
S00109,2,Data Structures,2.64,6.53,89.65,19.07,2.72,26.41,C+
S00109,2,Digital Logic Design,2.75,8.65,67.98,25.94,2.72,30.68,A-
S00109,2,Linear Algebra,2.49,3.44,71.08,17.22,2.72,27.11,C
S00110,6,Artificial Intelligence,3.98,10.00,100.00,27.48,3.48,30.19,A
S00110,6,Web Engineering,4.22,7.65,79.28,20.04,3.48,31.93,B+
S00110,6,Information Security,4.87,9.07,93.86,26.39,3.48,29.72,A-
S00111,1,Structured Programming,1.49,4.06,66.13,14.37,3.77,17.47,D
S00111,1,Discrete Mathematics,5.00,9.44,88.41,29.90,3.77,43.58,A+
S00111,1,Calculus,3.80,8.48,100.00,26.59,3.77,41.75,A+
S00112,5,Computer Networks,1.89,6.20,96.33,17.72,3.38,26.22,C+
S00112,5,Machine Learning,2.92,6.91,85.68,21.17,3.38,28.09,B
S00112,5,Compiler Design,3.85,7.02,100.00,23.57,3.38,27.81,B+
S00113,5,Computer Networks,2.13,5.63,86.77,21.86,3.01,22.19,C+
S00113,5,Machine Learning,4.89,8.18,93.99,27.54,3.01,41.73,A+
S00113,5,Compiler Design,3.13,9.13,78.64,20.43,3.01,34.36,A-
S00114,4,Operating Systems,3.74,7.08,85.22,22.17,2.47,31.69,B+
S00114,4,Software Engineering,4.51,8.22,84.03,22.47,2.47,29.70,B+
S00114,4,Theory of Computation,1.48,3.72,57.83,7.64,2.47,23.78,F
S00115,2,Data Structures,4.61,7.11,88.93,25.91,3.45,32.93,A
S00115,2,Digital Logic Design,5.00,10.00,93.09,23.39,3.45,41.12,A+
S00115,2,Linear Algebra,2.86,5.48,84.45,22.14,3.45,32.40,B+
S00116,8,Deep Learning,3.59,7.63,93.70,22.13,3.57,36.44,A-
S00116,8,Distributed Systems,3.99,5.70,96.10,17.00,3.57,30.32,B
S00116,8,Project and Thesis,3.74,7.31,77.49,23.07,3.57,23.74,B
